Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,TeamID,WTeamID,WScore,AdjEM_x,AdjO_x,AdjD_x,AdjT_x,Luck_x,SOS_AdjEM_x,SOS_OppO_x,SOS_OppD_x,NCSOS_AdjEM_x,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LTeamID,LScore,AdjEM_y,AdjO_y,AdjD_y,AdjT_y,Luck_y,SOS_AdjEM_y,SOS_OppO_y,SOS_OppD_y,NCSOS_AdjEM_y,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
63,auburn,12.91,111.4,98.5,71.2,-0.044,14.02,108.8,94.8,5.8,1120,1120.0,82.3076923076923,12.909999999999998,111.40000000000002,98.5,71.20000000000002,-0.044,14.020000000000001,108.79999999999997,94.79999999999997,5.799999999999998,27.53846153846154,59.53846153846154,9.153846153846153,26.615384615384617,18.076923076923077,25.307692307692307,11.23076923076923,25.846153846153847,15.461538461538462,14.0,5.615384615384615,6.153846153846154,3.1538461538461537,1321.923076923077,70.3076923076923,5.339230769230769,103.95384615384616,98.60769230769232,69.53076923076922,-0.009615384615384614,7.497692307692308,105.23076923076923,97.73076923076921,4.747692307692308,25.307692307692307,61.0,6.384615384615385,20.692307692307693,13.307692307692308,20.923076923076923,10.384615384615385,19.692307692307693,10.923076923076923,13.692307692307692,7.846153846153846,3.1538461538461537,4.6923076923076925
64,n.c. state,12.86,110.2,97.4,68.0,0.006999999999999999,11.08,109.3,98.2,-6.2,1301,1301.0,78.3076923076923,12.860000000000001,110.20000000000003,97.4,68.0,0.007000000000000002,11.080000000000002,109.29999999999997,98.20000000000003,-6.200000000000002,28.692307692307693,56.92307692307692,7.153846153846154,18.307692307692307,13.76923076923077,19.923076923076923,8.153846153846153,22.153846153846153,14.23076923076923,12.23076923076923,9.076923076923077,4.846153846153846,6.3076923076923075,1290.6153846153845,64.0,2.5607692307692314,104.83846153846153,102.26153846153849,67.89230769230768,-0.03307692307692308,8.197692307692307,107.06923076923074,98.83076923076922,1.577692307692307,23.076923076923077,56.15384615384615,6.076923076923077,20.153846153846153,11.76923076923077,16.76923076923077,9.923076923076923,20.307692307692307,11.0,16.23076923076923,5.769230769230769,3.3076923076923075,7.153846153846154
65,davidson,12.78,114.1,101.3,62.7,-0.07400000000000001,7.29,104.8,97.5,1.19,1172,1172.0,76.0,12.78,114.09999999999998,101.29999999999997,62.70000000000001,-0.07400000000000002,7.290000000000002,104.79999999999997,97.5,1.1899999999999997,27.25,54.916666666666664,10.416666666666666,26.25,11.083333333333334,16.333333333333332,7.666666666666667,26.583333333333332,16.833333333333332,11.0,5.583333333333333,3.0833333333333335,3.1666666666666665,1296.0833333333333,60.25,0.5316666666666665,100.98333333333333,100.45833333333333,68.5,-0.017583333333333336,5.663333333333334,104.675,99.03333333333335,-4.516666666666667,21.0,54.166666666666664,7.333333333333333,23.25,10.916666666666666,15.583333333333334,5.916666666666667,20.5,9.583333333333334,11.0,5.666666666666667,2.6666666666666665,2.5833333333333335
66,st. john's,12.76,111.3,98.6,73.6,0.014,11.31,107.7,96.4,-3.06,1385,1385.0,83.25,12.759999999999998,111.29999999999997,98.59999999999998,73.6,0.014000000000000005,11.31,107.70000000000003,96.40000000000002,-3.0600000000000005,29.875,62.0,8.125,21.1875,15.375,19.9375,9.25,24.0625,17.0,12.75,9.5,3.9375,2.875,1303.0625,73.0625,6.165625,104.76250000000002,98.61875,67.69375000000001,-0.019562500000000003,8.988125,106.63125000000002,97.6625,5.244375000000001,26.6875,60.25,7.375,23.25,12.3125,18.125,9.1875,22.4375,13.6875,15.8125,7.0,3.125,2.75
67,colorado st.,12.36,107.9,95.5,69.2,0.05,3.32,103.5,100.2,1.6,1161,1161.0,78.29411764705883,12.360000000000003,107.90000000000003,95.5,69.20000000000002,0.05000000000000001,3.32,103.5,100.20000000000003,1.6000000000000003,27.352941176470587,54.23529411764706,9.470588235294118,24.941176470588236,14.117647058823529,17.823529411764707,6.176470588235294,27.764705882352942,15.352941176470589,13.235294117647058,5.352941176470588,2.5294117647058822,5.235294117647059,1306.6470588235295,61.64705882352941,-3.2688235294117645,100.97647058823532,104.24705882352943,67.41764705882352,0.02405882352941177,4.022352941176471,103.98823529411763,99.97058823529414,-15.206470588235293,23.0,58.11764705882353,6.882352941176471,25.58823529411765,8.764705882352942,14.470588235294118,8.0,20.705882352941178,11.294117647058824,13.176470588235293,5.823529411764706,2.7058823529411766,5.647058823529412
68,utah,12.35,110.9,98.5,67.9,-0.077,11.93,108.5,96.6,-6.68,1428,1428.0,79.0,12.349999999999996,110.90000000000002,98.5,67.89999999999999,-0.07699999999999999,11.930000000000001,108.5,96.60000000000001,-6.68,28.166666666666668,56.0,7.583333333333333,18.0,15.083333333333334,18.833333333333332,6.166666666666667,23.583333333333332,16.75,11.166666666666666,6.416666666666667,4.083333333333333,3.8333333333333335,1297.6666666666667,64.33333333333333,4.419999999999999,103.76666666666665,99.34166666666668,68.4,-0.018416666666666668,8.602500000000001,106.94166666666666,98.34166666666668,4.959999999999999,23.583333333333332,58.083333333333336,6.25,20.0,10.916666666666666,14.833333333333334,9.666666666666666,20.75,11.666666666666666,14.25,6.75,3.4166666666666665,3.75
69,wright st.,12.26,108.4,96.2,71.3,-0.078,-3.1,102.7,105.8,5.91,1460,1460.0,84.94444444444444,12.259999999999998,108.40000000000003,96.20000000000003,71.29999999999998,-0.07800000000000001,-3.100000000000001,102.70000000000003,105.79999999999997,5.909999999999998,30.77777777777778,62.05555555555556,7.5,19.88888888888889,15.88888888888889,21.5,10.833333333333334,30.166666666666668,16.38888888888889,12.0,6.111111111111111,3.6666666666666665,0.6666666666666666,1302.7777777777778,63.44444444444444,-5.292222222222223,101.52222222222221,106.80000000000001,68.28333333333333,0.014277777777777775,-0.992222222222222,103.39444444444445,104.36111111111109,3.6955555555555555,24.666666666666668,63.72222222222222,5.944444444444445,20.833333333333332,8.166666666666666,12.277777777777779,7.611111111111111,21.22222222222222,10.777777777777779,12.11111111111111,6.111111111111111,2.5,1.1666666666666667
70,toledo,12.26,114.3,102.1,68.9,-0.024,3.3,104.9,101.6,6.04,1405,1405.0,83.95238095238095,12.259999999999996,114.30000000000001,102.09999999999998,68.90000000000002,-0.024000000000000004,3.2999999999999985,104.90000000000005,101.59999999999998,6.040000000000003,29.523809523809526,61.57142857142857,11.095238095238095,28.333333333333332,13.80952380952381,17.952380952380953,8.761904761904763,25.476190476190474,17.285714285714285,11.285714285714286,6.428571428571429,2.761904761904762,3.238095238095238,1244.857142857143,68.71428571428571,-0.7604761904761903,102.41428571428571,103.16666666666667,68.63809523809525,-0.012476190476190478,3.6547619047619047,105.63333333333337,101.95714285714287,6.948095238095239,25.857142857142858,63.80952380952381,6.761904761904762,25.38095238095238,10.238095238095237,14.380952380952381,10.904761904761905,22.523809523809526,11.523809523809524,13.095238095238095,5.571428571428571,2.619047619047619,4.333333333333333
71,uc santa barbara,12.2,109.3,97.1,66.0,0.054000000000000006,-0.41,101.5,101.9,2.57,1364,1364.0,76.05,12.199999999999996,109.29999999999998,97.09999999999997,66.0,0.05400000000000003,-0.41000000000000003,101.5,101.90000000000003,2.57,27.25,56.0,6.55,18.3,15.0,19.7,7.85,24.0,16.25,10.5,7.55,2.8,7.8,1279.3,61.45,-4.2495,100.07000000000001,104.31499999999998,68.755,0.0132,0.8364999999999998,102.18,101.335,-8.6555,22.45,54.3,5.35,17.0,11.2,14.85,6.4,20.05,9.95,13.6,4.35,2.25,9.15
72,wichita st.,12.14,109.2,97.1,67.3,0.08900000000000001,10.0,106.2,96.2,13.11,1455,1455.0,76.14285714285714,12.139999999999999,109.20000000000003,97.1,67.29999999999998,0.08899999999999998,10.0,106.20000000000003,96.20000000000003,13.110000000000001,24.928571428571427,58.214285714285715,9.142857142857142,24.214285714285715,17.142857142857142,24.0,9.142857142857142,23.5,14.071428571428571,10.428571428571429,5.642857142857143,3.2857142857142856,3.857142857142857,1355.7857142857142,69.64285714285714,6.0442857142857145,104.04999999999997,98.00714285714288,67.42857142857143,0.014857142857142859,8.685714285714287,105.54285714285713,96.88571428571427,2.224285714285714,25.0,61.42857142857143,7.071428571428571,23.928571428571427,12.571428571428571,18.214285714285715,10.571428571428571,23.071428571428573,12.142857142857142,10.928571428571429,5.5,2.2857142857142856,4.714285714285714
73,oregon st.,11.91,110.0,98.1,65.4,0.07400000000000001,12.29,109.1,96.8,-5.8,1333,1333.0,72.8125,11.909999999999998,110.0,98.09999999999998,65.39999999999999,0.07400000000000004,12.289999999999996,109.09999999999997,96.79999999999997,-5.799999999999998,24.4375,53.625,6.9375,18.1875,17.0,21.875,8.5625,22.0,14.8125,10.375,6.0,2.5625,7.4375,1320.0,65.125,9.478124999999999,107.40625000000001,97.91875,67.875,-0.025125,10.383125,107.73750000000003,97.35000000000001,2.61625,22.875,52.875,6.0,21.5625,13.375,18.0,7.4375,20.8125,11.25,12.0625,4.25,2.8125,7.4375
74,buffalo,11.87,107.3,95.5,73.3,-0.098,3.59,105.9,102.3,2.83,1138,1138.0,84.53333333333333,11.870000000000003,107.29999999999997,95.5,73.29999999999998,-0.09800000000000002,3.5900000000000016,105.90000000000003,102.29999999999997,2.829999999999999,31.666666666666668,66.2,7.8,21.0,13.4,19.933333333333334,13.466666666666667,29.0,17.8,13.2,8.933333333333334,4.533333333333333,6.8,1250.8666666666666,67.53333333333333,-1.9920000000000004,102.67999999999998,104.67333333333333,68.07333333333334,-0.015066666666666667,3.706000000000001,105.52666666666666,101.78666666666669,5.788666666666668,25.4,64.26666666666667,5.866666666666666,22.0,10.866666666666667,14.333333333333334,8.2,22.6,12.466666666666667,13.333333333333334,5.8,3.2,7.666666666666667
75,northwestern,11.87,104.7,92.8,68.6,-0.091,19.83,113.0,93.2,-18.47,1321,1321.0,79.125,11.870000000000001,104.70000000000002,92.79999999999998,68.60000000000001,-0.09099999999999998,19.83,113.0,93.20000000000002,-18.47,27.75,56.375,9.5,22.625,14.125,19.0,6.5,26.875,18.25,11.5,7.0,2.375,5.125,1243.875,63.625,5.103750000000001,104.78750000000001,99.67499999999998,68.0,-0.027375000000000003,14.22125,109.26250000000002,95.05000000000001,5.013749999999999,23.375,58.75,7.125,25.625,9.75,14.125,6.75,22.5,14.625,12.375,6.375,1.25,6.5
76,louisiana tech,11.75,104.0,92.2,69.6,0.025,2.07,102.6,100.5,-8.81,1256,1256.0,76.75,11.75,104.0,92.20000000000003,69.6,0.025000000000000005,2.07,102.59999999999995,100.5,-8.81,27.5,57.85,8.05,21.45,13.7,19.6,7.75,28.75,13.8,12.45,6.65,2.8,2.35,1361.35,62.9,-2.4709999999999983,99.985,102.42999999999998,68.66000000000001,0.0008500000000000007,-0.4345000000000002,101.045,101.465,1.2905000000000002,23.45,59.75,6.85,22.9,9.15,13.2,7.55,23.25,11.6,12.95,6.1,3.05,3.5
77,providence,11.25,107.5,96.2,66.5,0.001,13.81,109.4,95.6,7.09,1344,1344.0,74.92307692307692,11.25,107.5,96.20000000000003,66.5,0.0010000000000000005,13.81,109.40000000000002,95.6,7.0900000000000025,27.0,59.23076923076923,6.076923076923077,18.53846153846154,14.846153846153847,20.307692307692307,9.307692307692308,25.692307692307693,14.307692307692308,10.076923076923077,6.3076923076923075,3.3846153846153846,2.6923076923076925,1254.6153846153845,64.3076923076923,8.381538461538462,106.81538461538463,98.46923076923076,67.1846153846154,-0.006692307692307692,9.86846153846154,106.83076923076925,96.96923076923078,0.9107692307692307,24.153846153846153,57.84615384615385,5.076923076923077,18.692307692307693,10.923076923076923,16.0,7.0,22.923076923076923,10.76923076923077,11.76923076923077,5.769230769230769,3.3076923076923075,2.1538461538461537
78,saint mary's,11.1,101.6,90.5,63.1,0.037000000000000005,9.92,108.1,98.2,2.26,1388,1388.0,69.0,11.099999999999996,101.6,90.5,63.100000000000016,0.03700000000000002,9.92,108.09999999999998,98.20000000000003,2.259999999999999,24.928571428571427,54.357142857142854,7.0,21.142857142857142,12.142857142857142,16.285714285714285,7.714285714285714,25.857142857142858,11.928571428571429,10.428571428571429,6.857142857142857,3.642857142857143,3.5714285714285716,1304.0714285714287,56.857142857142854,2.18,104.38571428571426,102.20000000000002,69.25714285714287,0.0019999999999999996,2.9849999999999994,103.20714285714284,100.22857142857144,8.160714285714285,21.071428571428573,54.0,4.785714285714286,15.071428571428571,9.928571428571429,13.785714285714286,6.571428571428571,20.071428571428573,7.0,12.428571428571429,5.0,2.2857142857142856,3.4285714285714284
79,mississippi st.,11.08,106.5,95.4,65.6,-0.032,11.42,107.0,95.6,-1.44,1280,1280.0,76.4,11.080000000000004,106.5,95.40000000000002,65.60000000000001,-0.032000000000000015,11.419999999999996,107.0,95.59999999999998,-1.4400000000000002,28.333333333333332,57.53333333333333,6.266666666666667,15.866666666666667,13.466666666666667,19.933333333333334,10.933333333333334,28.0,14.466666666666667,13.4,5.733333333333333,5.0,3.6666666666666665,1295.0666666666666,61.4,2.3780000000000006,102.14,99.74666666666667,68.91333333333334,-0.01513333333333333,8.047333333333334,105.67333333333333,97.62666666666668,5.298666666666666,21.466666666666665,58.733333333333334,7.0,23.666666666666668,11.466666666666667,15.133333333333333,8.133333333333333,18.466666666666665,12.333333333333334,11.066666666666666,5.533333333333333,2.933333333333333,4.066666666666666
80,marquette,10.83,107.6,96.8,67.7,-0.006999999999999999,14.3,109.7,95.4,7.01,1266,1266.0,76.6923076923077,10.830000000000002,107.59999999999998,96.79999999999997,67.70000000000002,-0.007000000000000002,14.300000000000002,109.70000000000003,95.4,7.010000000000001,25.846153846153847,53.76923076923077,7.153846153846154,19.923076923076923,17.846153846153847,24.307692307692307,8.23076923076923,28.307692307692307,13.538461538461538,13.23076923076923,6.076923076923077,4.461538461538462,4.769230769230769,1272.4615384615386,65.23076923076923,6.659230769230771,105.25384615384615,98.6076923076923,68.16923076923077,-0.005846153846153846,10.103076923076923,107.45384615384614,97.35384615384616,3.2638461538461536,23.076923076923077,61.0,7.230769230769231,23.46153846153846,11.846153846153847,17.692307692307693,9.307692307692308,19.692307692307693,12.538461538461538,10.923076923076923,7.384615384615385,3.230769230769231,6.3076923076923075
81,stanford,10.82,104.4,93.6,69.4,0.022,13.25,109.4,96.2,9.23,1390,1390.0,76.71428571428571,10.819999999999997,104.40000000000002,93.6,69.39999999999999,0.022,13.25,109.40000000000002,96.20000000000003,9.230000000000002,28.214285714285715,55.142857142857146,5.071428571428571,15.285714285714286,15.214285714285714,22.285714285714285,7.571428571428571,26.714285714285715,14.214285714285714,14.285714285714286,7.428571428571429,3.5714285714285716,0.6428571428571429,1269.642857142857,64.28571428571429,6.800714285714285,106.25,99.47142857142856,68.07142857142857,-0.009000000000000005,9.042857142857143,106.92857142857144,97.87142857142858,0.9871428571428572,22.5,60.357142857142854,8.285714285714286,25.357142857142858,11.0,14.928571428571429,8.928571428571429,19.571428571428573,10.928571428571429,14.928571428571429,7.285714285714286,3.0714285714285716,1.2142857142857142
82,ohio,10.64,112.8,102.2,69.3,0.027000000000000003,3.93,105.2,101.3,1.4,1325,1325.0,83.86666666666666,10.639999999999997,112.79999999999997,102.20000000000003,69.29999999999998,0.02700000000000001,3.93,105.20000000000003,101.29999999999997,1.3999999999999997,31.0,59.666666666666664,8.4,22.066666666666666,13.466666666666667,19.533333333333335,8.8,25.733333333333334,18.333333333333332,12.266666666666667,6.333333333333333,2.1333333333333333,5.333333333333333,1214.8666666666666,67.46666666666667,-2.1953333333333336,101.73999999999998,103.94666666666666,69.28,-0.009799999999999998,3.367333333333333,105.29333333333334,101.90666666666667,6.310000000000001,23.533333333333335,59.2,7.6,24.266666666666666,12.8,16.666666666666668,8.0,19.666666666666668,12.4,14.2,6.0,1.9333333333333333,5.866666666666666
83,dayton,10.63,108.3,97.7,66.1,0.006,8.11,105.1,97.0,3.86,1173,1173.0,72.57142857142857,10.629999999999999,108.29999999999997,97.70000000000003,66.10000000000001,0.006,8.11,105.09999999999998,97.0,3.86,25.428571428571427,50.642857142857146,9.0,20.571428571428573,12.714285714285714,17.428571428571427,4.642857142857143,26.071428571428573,15.142857142857142,12.928571428571429,4.285714285714286,2.0,3.5,1275.7142857142858,64.0,6.838571428571428,105.4,98.56428571428569,67.15714285714287,-0.024999999999999998,5.4557142857142855,104.61428571428571,99.17142857142859,0.5492857142857143,24.714285714285715,60.785714285714285,6.142857142857143,21.642857142857142,8.428571428571429,14.785714285714286,10.428571428571429,20.642857142857142,12.0,11.357142857142858,4.428571428571429,2.9285714285714284,3.4285714285714284
84,notre dame,10.49,113.8,103.3,67.4,-0.029,14.52,110.8,96.3,13.85,1323,1323.0,78.72727272727273,10.489999999999998,113.79999999999997,103.29999999999997,67.39999999999999,-0.029000000000000005,14.52,110.79999999999997,96.29999999999997,13.849999999999996,28.545454545454547,57.09090909090909,10.181818181818182,24.272727272727273,11.454545454545455,14.545454545454545,6.2727272727272725,28.636363636363637,16.09090909090909,9.909090909090908,4.363636363636363,4.7272727272727275,2.6363636363636362,1289.4545454545455,68.0,6.573636363636364,106.91818181818184,100.33636363636364,68.14545454545454,-0.06163636363636364,10.095454545454546,108.2090909090909,98.1,-0.09363636363636342,26.09090909090909,65.0,7.818181818181818,24.181818181818183,8.0,10.909090909090908,8.727272727272727,22.363636363636363,12.818181818181818,8.454545454545455,5.636363636363637,3.0,3.1818181818181817
85,abilene christian,10.39,103.3,92.9,69.9,-0.027000000000000003,-7.74,97.8,105.6,4.68,1101,1101.0,78.94736842105263,10.389999999999995,103.29999999999997,92.90000000000003,69.9,-0.027000000000000014,-7.74,97.79999999999997,105.59999999999995,4.680000000000001,27.842105263157894,59.421052631578945,8.473684210526315,21.789473684210527,14.789473684210526,21.105263157894736,10.157894736842104,23.42105263157895,18.68421052631579,13.421052631578947,9.947368421052632,3.0526315789473686,4.578947368421052,1287.0,59.78947368421053,-11.174736842105261,95.98947368421052,107.16842105263159,68.86842105263158,-0.0070526315789473685,-3.8031578947368416,99.92631578947368,103.72631578947369,6.218421052631578,20.57894736842105,51.10526315789474,4.894736842105263,17.157894736842106,13.736842105263158,19.789473684210527,6.947368421052632,22.263157894736842,9.526315789473685,19.105263157894736,7.2631578947368425,3.6315789473684212,4.2631578947368425
86,colgate,9.83,110.4,100.6,72.5,0.048,-5.43,99.7,105.1,-99.0,1159,1159.0,87.28571428571429,9.83,110.40000000000002,100.6,72.5,0.048,-5.430000000000001,99.70000000000003,105.09999999999998,-99.0,31.857142857142858,63.285714285714285,9.142857142857142,22.214285714285715,14.428571428571429,20.0,9.0,28.428571428571427,17.285714285714285,9.642857142857142,7.214285714285714,3.2142857142857144,4.857142857142857,1163.7142857142858,68.14285714285714,-8.004285714285714,98.72142857142858,106.71428571428571,68.03571428571426,-0.015142857142857142,-2.252857142857143,102.25714285714287,104.51428571428572,-77.11500000000001,25.857142857142858,63.357142857142854,5.642857142857143,22.642857142857142,10.785714285714286,15.5,8.857142857142858,22.714285714285715,10.142857142857142,12.071428571428571,4.714285714285714,2.9285714285714284,6.071428571428571
87,missouri st.,9.72,107.8,98.1,69.3,0.039,3.98,104.0,100.0,-12.25,1283,1283.0,77.2,9.72,107.79999999999997,98.09999999999998,69.29999999999998,0.039,3.9799999999999986,104.0,100.0,-12.25,28.266666666666666,55.2,9.066666666666666,23.133333333333333,11.6,15.533333333333333,5.733333333333333,28.466666666666665,15.666666666666666,12.533333333333333,4.933333333333334,3.3333333333333335,2.8,1276.6,64.33333333333333,-1.8060000000000003,100.3,102.09333333333333,67.25333333333334,-0.009733333333333335,4.662000000000001,104.52666666666669,99.83999999999999,4.656666666666666,23.066666666666666,59.266666666666666,7.0,21.6,11.2,16.066666666666666,7.066666666666666,21.0,10.066666666666666,10.133333333333333,5.666666666666667,2.8,2.466666666666667
88,marshall,9.62,109.6,99.9,72.8,-0.068,1.87,102.9,101.0,0.67,1267,1267.0,83.26666666666667,9.620000000000001,109.59999999999997,99.90000000000002,72.79999999999998,-0.06800000000000003,1.8700000000000008,102.90000000000003,101.0,0.67,31.0,61.8,9.133333333333333,23.8,12.133333333333333,16.266666666666666,7.0,27.0,16.0,11.533333333333333,8.133333333333333,4.733333333333333,2.933333333333333,1267.7333333333333,69.6,-2.754666666666667,100.40000000000002,103.16666666666669,67.63333333333334,-0.024333333333333332,0.574,102.42666666666666,101.86,0.1400000000000001,25.6,61.6,8.533333333333333,23.8,9.866666666666667,15.8,8.6,23.066666666666666,11.666666666666666,14.266666666666667,7.4,2.3333333333333335,3.7333333333333334
89,western kentucky,9.45,106.8,97.3,67.7,0.096,4.22,103.5,99.2,10.22,1443,1443.0,77.2,9.449999999999998,106.79999999999998,97.29999999999997,67.70000000000002,0.09600000000000003,4.22,103.5,99.20000000000003,10.22,26.7,57.25,6.85,18.5,16.95,21.55,9.75,27.45,14.1,13.45,7.05,4.75,3.55,1286.25,66.85,-0.9410000000000001,101.08500000000002,102.005,69.77499999999999,-0.02594999999999999,2.6809999999999987,102.78,100.09500000000001,1.1735,24.65,60.65,8.8,25.5,8.75,11.95,7.65,20.4,11.75,13.25,6.5,4.05,5.7
90,pittsburgh,9.17,108.1,98.9,68.5,-0.068,10.85,108.5,97.6,-4.54,1338,1338.0,77.1,9.17,108.1,98.89999999999999,68.5,-0.06800000000000002,10.849999999999998,108.5,97.60000000000001,-4.54,26.3,58.7,7.2,21.5,17.3,25.2,10.6,29.1,16.7,11.7,6.3,4.0,1.3,1313.0,64.6,6.598000000000001,106.72,100.13000000000001,67.31,-0.0372,8.984,107.41000000000001,98.44000000000001,-3.0860000000000003,22.7,59.9,7.0,26.1,12.2,17.7,8.0,22.9,14.9,11.5,6.0,4.6,1.7
91,uab,9.07,103.8,94.7,67.2,0.005,-1.31,100.0,101.3,-12.35,1412,1412.0,72.95,9.069999999999997,103.79999999999998,94.70000000000003,67.20000000000002,0.005000000000000001,-1.3099999999999998,100.0,101.29999999999997,-12.349999999999996,26.9,59.65,5.4,16.6,13.75,19.15,9.15,24.95,10.95,9.45,8.4,4.35,4.4,1324.45,56.8,-4.484,98.285,102.75499999999997,68.02000000000001,-0.017450000000000007,1.041,101.86499999999998,100.82000000000002,3.498,20.85,53.95,5.5,19.0,9.6,14.3,7.4,23.45,9.2,15.5,3.75,3.6,5.25
92,furman,8.91,109.8,100.9,67.9,-0.086,2.57,104.2,101.6,2.63,1202,1202.0,82.53846153846153,8.909999999999998,109.79999999999997,100.9,67.89999999999999,-0.086,2.57,104.20000000000003,101.6,2.6299999999999994,30.846153846153847,57.92307692307692,10.076923076923077,26.076923076923077,10.76923076923077,14.76923076923077,6.153846153846154,25.846153846153847,17.615384615384617,12.384615384615385,7.846153846153846,4.3076923076923075,3.0,1287.4615384615386,65.6923076923077,-4.386153846153845,100.85384615384616,105.23846153846154,69.53076923076924,0.0018461538461538461,0.9692307692307693,103.09999999999998,102.13846153846154,-1.3823076923076922,24.76923076923077,59.38461538461539,6.923076923076923,22.076923076923077,9.23076923076923,14.0,8.615384615384615,21.153846153846153,12.0,14.846153846153847,7.3076923076923075,2.6923076923076925,3.0
93,winthrop,8.82,105.0,96.2,73.3,0.036000000000000004,-5.53,99.6,105.1,4.17,1457,1457.0,80.6086956521739,8.819999999999995,105.0,96.20000000000002,73.29999999999997,0.036000000000000025,-5.53,99.59999999999997,105.09999999999995,4.170000000000001,28.347826086956523,60.608695652173914,8.695652173913043,24.130434782608695,15.217391304347826,22.08695652173913,10.652173913043478,26.91304347826087,15.521739130434783,14.0,7.826086956521739,2.4347826086956523,3.652173913043478,1253.608695652174,67.21739130434783,-7.508260869565216,98.26086956521739,105.75652173913043,66.5,-0.029173913043478272,-3.8443478260869566,100.15217391304348,103.99565217391304,1.7460869565217394,24.08695652173913,56.08695652173913,6.565217391304348,20.26086956521739,12.478260869565217,18.82608695652174,6.0,21.52173913043478,10.478260869565217,15.652173913043478,6.173913043478261,3.0869565217391304,4.260869565217392
94,nevada,8.76,108.6,99.8,70.0,-0.012,5.75,104.4,98.6,6.56,1305,1305.0,76.0,8.760000000000002,108.59999999999997,99.79999999999997,70.0,-0.012000000000000002,5.75,104.40000000000003,98.59999999999998,6.560000000000001,25.733333333333334,54.666666666666664,8.533333333333333,21.533333333333335,16.0,21.2,6.266666666666667,27.533333333333335,15.2,12.333333333333334,5.466666666666667,2.8666666666666667,6.466666666666667,1253.8,64.73333333333333,1.0386666666666668,101.71333333333335,100.69999999999999,67.69999999999999,-0.00886666666666667,5.653999999999998,105.24,99.60666666666667,-7.3346666666666716,21.0,55.13333333333333,7.533333333333333,23.933333333333334,15.2,22.6,7.666666666666667,22.333333333333332,12.533333333333333,12.466666666666667,6.6,2.066666666666667,5.933333333333334
95,georgia,8.52,107.8,99.3,73.4,0.048,11.93,107.5,95.6,-6.48,1208,1208.0,79.3076923076923,8.519999999999998,107.79999999999997,99.29999999999997,73.39999999999999,0.048,11.930000000000003,107.5,95.6,-6.480000000000003,29.076923076923077,60.0,6.538461538461538,18.692307692307693,14.615384615384615,20.692307692307693,10.461538461538462,24.76923076923077,15.692307692307692,14.923076923076923,8.692307692307692,2.769230769230769,2.6153846153846154,1265.5384615384614,68.61538461538461,5.411538461538461,103.88461538461539,98.46923076923076,68.57692307692308,-0.01323076923076923,7.596153846153845,106.0,98.41538461538462,4.736153846153846,25.692307692307693,60.53846153846154,6.0,22.384615384615383,11.23076923076923,17.53846153846154,10.23076923076923,20.0,11.923076923076923,15.846153846153847,7.538461538461538,3.4615384615384617,3.3846153846153846
96,nebraska,8.49,102.1,93.6,72.0,-0.128,18.81,112.5,93.7,5.25,1304,1304.0,78.16666666666667,8.49,102.10000000000001,93.60000000000001,72.0,-0.128,18.81,112.5,93.7,5.25,29.0,60.0,8.333333333333334,23.333333333333332,11.833333333333334,18.5,8.5,29.833333333333332,16.833333333333332,13.5,10.166666666666666,3.8333333333333335,5.166666666666667,1318.1666666666667,61.166666666666664,5.583333333333333,105.95,100.35000000000001,68.33333333333333,-0.022166666666666668,7.6816666666666675,106.7,99.03333333333335,5.648333333333333,21.833333333333332,63.5,6.666666666666667,26.0,10.833333333333334,15.5,10.833333333333334,23.5,9.666666666666666,14.333333333333334,5.5,4.0,4.833333333333333
97,liberty,8.27,109.3,101.1,63.3,-0.023,-5.46,99.1,104.6,1.22,1251,1251.0,76.42105263157895,8.27,109.29999999999997,101.09999999999997,63.299999999999976,-0.023000000000000007,-5.459999999999997,99.09999999999997,104.59999999999995,1.2199999999999998,27.263157894736842,54.1578947368421,10.736842105263158,25.57894736842105,11.157894736842104,14.157894736842104,6.105263157894737,24.36842105263158,16.05263157894737,9.631578947368421,4.052631578947368,2.5789473684210527,5.2631578947368425,1328.6315789473683,60.473684210526315,-10.517368421052632,96.21578947368423,106.73684210526316,68.89473684210525,-0.01289473684210527,-2.4084210526315792,101.10526315789471,103.5,5.540526315789474,21.894736842105264,53.578947368421055,6.315789473684211,19.57894736842105,10.368421052631579,14.894736842105264,6.315789473684211,20.210526315789473,8.947368421052632,11.0,5.684210526315789,2.1578947368421053,5.368421052631579
