Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year
276,Florida A&M,-10.69,90.0,100.7,68.5,-0.011000000000000001,-6.21,98.5,104.7,13.0,2021
277,Dartmouth,-10.69,94.6,105.3,66.6,0.0,-99.0,0.0,200.0,-99.0,2021
278,New Orleans,-10.83,97.1,107.9,72.5,-0.09300000000000001,-8.15,98.5,106.6,2.42,2021
279,Florida Gulf Coast,-10.86,93.3,104.2,70.7,0.07200000000000001,-6.09,98.8,104.9,-4.94,2021
280,Purdue Fort Wayne,-10.89,100.1,111.0,69.6,-0.025,-3.65,102.0,105.7,-19.37,2021
281,Central Michigan,-10.91,100.1,111.0,72.2,-0.046,1.21,103.5,102.3,-5.95,2021
282,North Carolina A&T,-11.04,95.4,106.4,70.7,0.078,-4.93,97.6,102.5,2.91,2021
283,High Point,-11.07,96.0,107.0,66.2,-0.033,-4.63,99.7,104.3,0.26,2021
284,Quinnipiac,-11.12,89.4,100.5,72.1,-0.042,-7.19,97.4,104.6,-5.1,2021
285,UT Rio Grande Valley,-11.14,91.5,102.6,69.7,-0.05,-3.77,99.5,103.3,-1.28,2021
286,Columbia,-11.24,94.5,105.7,69.0,0.0,-99.0,0.0,200.0,-99.0,2021
287,Illinois Chicago,-11.29,93.0,104.3,68.2,0.05,-3.22,102.3,105.5,-0.8,2021
288,Merrimack,-11.3,90.5,101.9,66.6,0.013999999999999999,-8.94,98.4,107.3,-99.0,2021
289,Eastern Michigan,-11.32,96.9,108.2,68.2,-0.039,5.44,106.8,101.3,17.94,2021
290,New Mexico,-11.53,91.5,103.1,67.8,-0.039,3.93,104.6,100.7,-4.06,2021
291,Coppin St.,-11.56,90.8,102.4,76.9,0.073,-2.51,101.2,103.7,7.32,2021
292,FIU,-11.58,97.2,108.7,70.4,-0.09,-0.11,101.8,101.9,-7.58,2021
293,Western Illinois,-11.71,97.6,109.3,71.6,-0.01,-0.95,103.7,104.7,-0.14,2021
294,Jacksonville,-11.83,93.5,105.3,67.7,0.05,-4.5,100.2,104.7,-4.86,2021
295,NJIT,-12.06,94.0,106.0,68.3,0.024,-4.28,98.6,102.9,-0.53,2021
296,Louisiana Monroe,-12.16,93.1,105.2,67.2,-0.04,-3.64,99.4,103.1,-2.62,2021
297,North Florida,-12.23,101.7,114.0,66.6,0.036000000000000004,-1.75,100.6,102.3,4.63,2021
298,Towson,-12.26,98.8,111.1,65.9,-0.022000000000000002,-0.41,102.2,102.6,8.79,2021
299,Fairleigh Dickinson,-12.31,100.6,112.9,70.7,0.017,-5.97,98.7,104.6,3.91,2021
300,William & Mary,-12.37,94.7,107.1,68.1,0.106,-0.71,102.9,103.6,0.47,2021
301,St. Francis NY,-12.39,100.7,113.1,72.6,0.03,-8.59,96.9,105.5,-6.61,2021
302,Robert Morris,-12.42,97.9,110.4,67.3,-0.053,-0.52,104.6,105.1,8.38,2021
303,Middle Tennessee,-12.43,91.1,103.5,69.3,-0.035,2.85,102.5,99.6,1.0,2021
304,Holy Cross,-12.51,97.0,109.5,69.2,-0.047,-2.48,101.8,104.2,-99.0,2021
305,Troy,-12.59,92.2,104.8,68.3,0.036000000000000004,-0.75,101.0,101.7,3.59,2021
306,Nebraska Omaha,-12.74,94.2,106.9,70.8,-0.017,2.06,104.0,101.9,10.06,2021
307,Fairfield,-12.84,94.7,107.5,64.4,0.005,-5.24,96.7,102.0,-0.54,2021
308,Lamar,-12.88,92.9,105.8,67.6,0.009000000000000001,-4.3,99.0,103.3,2.83,2021
309,Southern,-12.91,91.2,104.1,70.7,-0.075,-12.58,93.2,105.8,17.47,2021
310,Fordham,-12.91,86.1,99.0,63.8,0.018000000000000002,6.29,105.6,99.3,-99.0,2021
311,Eastern Illinois,-13.14,95.3,108.5,69.0,-0.004,-3.6,100.7,104.3,2.7,2021
312,St. Francis PA,-13.18,94.5,107.7,68.6,-0.066,-5.41,99.8,105.2,13.29,2021
313,Tennessee Tech,-13.8,95.9,109.7,68.9,-0.055,0.22,102.2,102.0,10.91,2021
314,Howard,-13.91,98.0,112.0,69.6,0.102,-1.05,103.4,104.5,-1.05,2021
315,Rider,-14.08,99.3,113.4,67.7,-0.040999999999999995,-4.0,97.2,101.2,10.93,2021
316,Manhattan,-14.09,89.4,103.5,67.1,-0.006,-7.19,96.4,103.6,-19.44,2021
317,Northwestern St.,-14.33,96.5,110.8,70.9,0.077,-3.55,100.7,104.3,15.3,2021
318,Grambling St.,-14.38,91.8,106.2,69.9,0.036000000000000004,-10.54,93.7,104.3,8.28,2021
319,Northern Arizona,-14.46,98.1,112.6,64.0,0.038,1.53,103.1,101.5,12.94,2021
320,Tennessee St.,-14.56,90.1,104.6,71.3,-0.10300000000000001,-3.57,100.5,104.1,-2.58,2021
321,USC Upstate,-14.62,94.6,109.3,68.4,-0.032,-2.25,100.4,102.7,7.91,2021
322,SIU Edwardsville,-14.72,92.4,107.2,68.3,0.008,-2.4,101.1,103.5,3.57,2021
323,Portland,-14.83,96.8,111.6,71.1,0.054000000000000006,9.18,106.6,97.4,2.9,2021
324,Sacred Heart,-15.19,98.1,113.2,66.3,0.13,-7.22,97.9,105.1,22.76,2021
325,Binghamton,-15.29,97.0,112.3,66.0,-0.095,-4.05,98.2,102.2,-8.12,2021
326,Presbyterian,-15.33,90.4,105.8,65.8,-0.057,-6.5,98.9,105.4,-10.46,2021
327,Hampton,-15.57,94.8,110.3,70.5,0.11800000000000001,-7.27,98.4,105.7,-3.29,2021
328,Dixie St.,-15.82,91.0,106.8,73.2,0.07,-2.48,101.0,103.5,-2.59,2021
329,Cal Poly,-15.9,89.8,105.7,66.9,0.015,2.69,102.8,100.1,-0.04,2021
330,North Carolina Central,-16.17,93.1,109.3,66.0,0.033,-6.09,96.3,102.4,12.96,2021
331,Air Force,-16.19,94.4,110.5,62.9,0.027999999999999997,4.67,104.6,99.9,-2.26,2021
332,San Jose St.,-16.44,95.5,111.9,71.9,0.006,6.34,104.0,97.7,2.71,2021
333,Central Arkansas,-16.47,97.3,113.7,70.9,-0.018000000000000002,1.64,102.5,100.8,20.37,2021
334,Lehigh,-17.36,91.4,108.8,70.1,0.063,-5.8,100.8,106.6,-99.0,2021
335,Kennesaw St.,-17.51,87.6,105.1,69.4,-0.08800000000000001,-1.51,102.7,104.2,8.98,2021
336,Northern Illinois,-17.81,93.1,110.9,65.4,-0.003,3.12,105.2,102.1,-5.07,2021
337,Southeastern Louisiana,-18.0,92.7,110.7,68.6,0.043,-5.23,99.9,105.2,5.42,2021
338,Charleston Southern,-18.34,89.7,108.0,69.7,-0.049,-3.17,100.7,103.9,1.98,2021
339,Denver,-18.69,93.8,112.5,71.0,-0.105,-3.19,101.2,104.4,-5.35,2021
340,McNeese St.,-18.88,95.5,114.3,68.5,-0.09,-9.33,97.4,106.7,6.65,2021
341,Houston Baptist,-19.02,92.2,111.2,72.7,-0.003,-3.12,100.3,103.5,11.3,2021
342,Incarnate Word,-19.19,93.3,112.5,64.7,-0.049,-7.18,97.9,105.1,7.52,2021
343,Alcorn St.,-19.21,90.8,110.0,69.5,-0.026000000000000002,-8.21,95.9,104.1,21.81,2021
344,Central Connecticut,-19.39,92.4,111.7,70.4,0.003,-6.21,98.8,105.0,7.85,2021
345,Texas A&M Corpus Chris,-19.57,89.1,108.7,69.7,-0.09300000000000001,-3.74,98.8,102.6,3.51,2021
346,Maine,-19.97,85.7,105.6,64.6,0.027999999999999997,-0.73,100.6,101.4,7.12,2021
347,Tennessee Martin,-20.92,92.1,113.0,67.5,0.122,-2.57,101.0,103.6,-0.82,2021
348,Alabama A&M,-21.11,84.5,105.6,67.6,0.018000000000000002,-11.91,93.4,105.3,-5.47,2021
349,Bethune Cookman,-22.52,89.9,112.5,72.4,0.0,-99.0,0.0,200.0,-99.0,2021
350,Idaho,-23.23,90.3,113.5,66.9,-0.021,0.19,102.6,102.4,15.0,2021
351,Arkansas Pine Bluff,-23.62,90.9,114.5,67.0,-0.086,-3.52,97.3,100.8,15.43,2021
352,Delaware St.,-24.42,90.7,115.1,73.3,-0.064,-3.53,98.8,102.3,2.53,2021
353,South Carolina St.,-25.17,87.0,112.2,71.7,-0.109,-4.43,98.1,102.5,2.16,2021
354,Alabama St.,-26.04,84.1,110.2,70.9,-0.049,-14.47,91.3,105.8,-99.0,2021
355,Maryland Eastern Shore,-27.59,83.7,111.3,67.9,0.0,-99.0,0.0,200.0,-99.0,2021
356,Chicago St.,-29.77,88.1,117.9,67.5,-0.006,9.28,106.5,97.2,9.28,2021
357,Mississippi Valley St.,-41.4,79.1,120.5,71.2,0.04,-4.03,97.4,101.4,16.26,2021
