Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year
273,Saint Louis,-9.58,95.4,105.0,63.5,0.08199999999999999,0.81,105.2,104.4,-5.01,2017
274,Appalachian St.,-9.61,99.5,109.2,70.5,-0.039,-0.76,103.9,104.7,-0.49,2017
275,Jacksonville,-9.61,102.3,111.9,67.9,0.002,-7.85,102.4,110.3,-9.11,2017
276,FIU,-9.62,102.9,112.5,65.0,-0.171,-3.96,102.0,105.9,-4.87,2017
277,Brown,-9.84,104.1,114.0,71.3,0.017,-5.52,101.3,106.8,-9.67,2017
278,Campbell,-10.04,100.4,110.4,65.7,0.028999999999999998,-7.98,101.3,109.3,-5.63,2017
279,Miami OH,-10.05,95.9,106.0,68.6,0.052000000000000005,-2.31,104.3,106.7,-6.71,2017
280,Portland,-10.24,98.7,108.9,65.8,0.011000000000000001,0.86,105.0,104.1,-3.81,2017
281,Bryant,-10.27,101.7,112.0,69.1,-0.013999999999999999,-6.34,100.6,107.0,3.0,2017
282,Youngstown St.,-10.29,102.6,112.9,71.7,0.077,-2.3,103.2,105.5,-1.84,2017
283,Northern Colorado,-10.33,96.6,106.9,68.5,-0.027000000000000003,-4.29,103.9,108.2,8.65,2017
284,Cal St. Northridge,-10.47,104.1,114.6,72.7,-0.032,-6.13,99.9,106.0,0.49,2017
285,Alcorn St.,-10.5,95.5,106.0,67.8,0.048,-11.09,98.1,109.2,11.03,2017
286,NJIT,-10.55,98.7,109.2,67.6,0.028999999999999998,-3.43,104.6,108.1,-0.42,2017
287,Manhattan,-10.64,97.0,107.6,68.9,-0.0,-2.38,103.6,106.0,-0.96,2017
288,The Citadel,-11.03,105.5,116.5,79.7,0.023,-1.63,104.7,106.3,-2.45,2017
289,Austin Peay,-11.08,106.2,117.3,70.0,0.04,-2.03,104.6,106.6,2.82,2017
290,Delaware,-11.12,97.3,108.5,64.8,0.08900000000000001,-0.1,106.4,106.5,-3.17,2017
291,Sacramento St.,-11.24,100.9,112.2,65.5,0.045,-5.52,102.8,108.3,1.68,2017
292,South Florida,-11.28,96.4,107.7,68.8,-0.021,1.34,104.1,102.8,-7.82,2017
293,Northwestern St.,-11.4,101.1,112.5,71.3,0.027999999999999997,-5.18,101.4,106.6,6.99,2017
294,Quinnipiac,-11.44,101.6,113.0,73.2,0.027000000000000003,-3.24,102.8,106.0,-3.67,2017
295,UMass Lowell,-11.5,104.3,115.8,71.8,-0.036000000000000004,-6.6,101.0,107.6,-6.75,2017
296,Radford,-11.7,96.1,107.8,64.0,0.06,-4.34,103.4,107.7,8.3,2017
297,Western Illinois,-11.75,97.1,108.9,68.8,-0.035,-1.91,105.0,106.9,-2.98,2017
298,Abilene Christian,-11.86,97.0,108.8,65.8,0.049,-5.96,101.7,107.6,1.15,2017
299,Norfolk St.,-11.92,94.2,106.1,68.8,0.069,-9.52,99.7,109.2,6.02,2017
300,UT Rio Grande Valley,-12.02,100.9,112.9,73.9,-0.037000000000000005,-2.8,102.0,104.8,-3.0,2017
301,Sacred Heart,-12.12,97.6,109.7,71.1,0.018000000000000002,-8.68,99.2,107.9,-5.34,2017
302,Detroit,-12.21,102.3,114.5,72.6,0.016,-1.37,103.7,105.1,2.32,2017
303,Pepperdine,-12.26,102.0,114.2,68.5,0.026000000000000002,1.03,105.6,104.6,-1.67,2017
304,Incarnate Word,-12.61,101.7,114.3,71.8,0.032,-5.24,101.2,106.5,4.08,2017
305,Dartmouth,-12.89,99.2,112.1,67.4,0.032,-3.06,102.4,105.4,-4.48,2017
306,Cal Poly,-12.93,100.1,113.0,65.3,0.013000000000000001,-4.19,100.7,104.9,2.74,2017
307,American,-12.94,95.2,108.1,64.3,-0.017,-4.21,101.6,105.8,-4.47,2017
308,Central Arkansas,-13.47,104.0,117.5,71.1,-0.013999999999999999,-3.28,103.1,106.3,6.65,2017
309,Charleston Southern,-13.49,103.2,116.7,68.2,0.006999999999999999,-5.98,101.0,107.0,3.84,2017
310,Hampton,-13.54,93.4,106.9,68.6,0.018000000000000002,-10.05,99.1,109.1,1.7,2017
311,UC Riverside,-13.63,92.3,105.9,67.9,-0.055,-4.78,101.4,106.2,1.84,2017
312,Marist,-13.63,100.7,114.3,66.9,0.013000000000000001,-1.94,104.2,106.1,-0.37,2017
313,Prairie View A&M,-13.64,98.0,111.6,67.6,-0.017,-8.65,99.4,108.1,11.49,2017
314,Binghamton,-13.77,96.3,110.0,65.9,-0.009000000000000001,-5.33,102.2,107.5,-4.69,2017
315,Nicholls St.,-13.77,100.4,114.2,69.4,0.08900000000000001,-3.88,103.0,106.9,7.91,2017
316,McNeese St.,-14.01,96.3,110.3,69.9,-0.057,-3.42,103.2,106.6,7.94,2017
317,Savannah St.,-14.14,100.6,114.7,81.0,0.054000000000000006,-10.1,98.8,108.9,6.75,2017
318,SIU Edwardsville,-14.15,95.0,109.2,69.2,-0.040999999999999995,-3.04,104.2,107.2,-0.01,2017
319,Stetson,-14.45,100.9,115.4,72.4,-0.002,-5.23,102.8,108.0,-5.51,2017
320,North Texas,-14.52,96.3,110.8,70.2,-0.08,-4.66,101.5,106.2,-8.18,2017
321,Maryland Eastern Shore,-14.83,97.8,112.7,68.5,0.039,-7.48,100.7,108.2,8.64,2017
322,Western Carolina,-15.11,90.0,105.1,66.8,0.027000000000000003,1.01,106.6,105.6,5.83,2017
323,Northern Arizona,-15.28,95.1,110.4,69.2,-0.016,-6.17,101.9,108.1,-3.31,2017
324,Morgan St.,-15.47,91.2,106.6,67.7,0.038,-12.66,98.1,110.7,-3.2,2017
325,Southern Miss,-15.52,93.0,108.5,65.5,-0.032,-3.41,102.3,105.7,-3.6,2017
326,Southern,-15.7,97.9,113.6,68.5,0.038,-12.49,96.7,109.2,1.38,2017
327,Grambling St.,-16.24,96.5,112.7,67.1,0.049,-12.33,97.5,109.9,-0.83,2017
328,VMI,-16.27,97.6,113.8,69.1,-0.034,-0.28,105.6,105.8,0.51,2017
329,Jackson St.,-16.36,92.8,109.1,64.3,0.032,-11.84,98.1,109.9,2.06,2017
330,Lafayette,-16.79,96.6,113.3,69.3,0.059000000000000004,-3.76,100.9,104.7,-3.93,2017
331,UC Santa Barbara,-17.84,91.3,109.2,64.1,0.009000000000000001,-2.9,102.4,105.3,6.96,2017
332,Idaho St.,-17.91,97.9,115.8,68.9,-0.053,-2.67,104.3,107.0,4.84,2017
333,Southern Utah,-18.33,101.3,119.7,71.4,-0.013999999999999999,-5.16,102.2,107.4,-1.35,2017
334,Hartford,-18.41,92.5,110.9,68.5,0.073,-5.68,101.9,107.6,-6.59,2017
335,Chicago St.,-18.6,92.3,110.9,67.1,-0.009000000000000001,2.04,104.9,102.9,5.59,2017
336,South Carolina St.,-19.47,99.0,118.5,68.3,0.067,-6.44,100.6,107.1,16.17,2017
337,Maine,-19.62,91.1,110.7,68.0,0.005,-3.76,103.4,107.2,-2.96,2017
338,Howard,-19.79,90.4,110.2,68.1,-0.022000000000000002,-7.93,100.6,108.5,8.33,2017
339,Delaware St.,-20.1,94.2,114.3,65.8,0.006999999999999999,-9.05,100.4,109.5,3.33,2017
340,Bethune Cookman,-20.45,95.0,115.4,68.3,-0.011000000000000001,-11.77,98.5,110.3,-2.61,2017
341,Central Connecticut,-20.99,93.0,113.9,64.9,-0.023,-8.26,99.3,107.6,-4.07,2017
342,Alabama St.,-21.65,91.1,112.8,68.4,-0.006999999999999999,-9.97,99.0,109.0,2.65,2017
343,Coppin St.,-21.99,93.6,115.6,68.8,0.002,-7.35,100.5,107.9,7.37,2017
344,Mississippi Valley St.,-22.54,95.8,118.3,71.3,0.025,-6.99,100.3,107.3,11.61,2017
345,Florida A&M,-22.61,93.6,116.2,69.3,-0.085,-13.29,97.6,110.8,-4.68,2017
346,St. Francis NY,-24.13,87.9,112.1,67.2,-0.037000000000000005,-7.12,100.7,107.8,-1.44,2017
347,Longwood,-25.15,92.2,117.3,70.5,0.017,-5.8,101.5,107.3,-0.55,2017
348,Arkansas Pine Bluff,-25.28,85.7,111.0,67.6,-0.01,-9.35,100.4,109.7,2.79,2017
349,North Carolina A&T,-27.71,95.4,123.1,62.8,-0.086,-9.4,98.7,108.1,0.08,2017
350,Presbyterian,-29.2,88.9,118.1,64.1,0.018000000000000002,-4.36,102.8,107.1,2.25,2017
351,Alabama A&M,-30.34,91.4,121.8,64.3,-0.075,-10.15,98.7,108.9,1.08,2017
