Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year
270,Northwestern St.,-8.87,98.3,107.1,72.4,0.015,-7.15,100.0,107.2,5.85,2020
271,Milwaukee,-8.89,96.0,104.9,69.5,-0.015,-5.12,100.6,105.7,-3.09,2020
272,North Carolina Central 16**,-9.0,94.2,103.2,66.6,0.065,-8.95,97.3,106.3,6.55,2020
273,Weber St.,-9.09,98.8,107.9,67.6,0.015,0.04,102.3,102.2,5.18,2020
274,Cornell,-9.1,101.2,110.3,65.2,-0.105,-0.05,101.7,101.8,-0.27,2020
275,UMass Lowell,-9.15,104.4,113.6,70.3,-0.036000000000000004,-6.19,97.8,104.0,-5.29,2020
276,McNeese St.,-9.32,103.0,112.3,69.0,-0.039,-6.68,99.2,105.9,7.69,2020
277,Elon,-9.35,100.6,110.0,66.2,-0.013000000000000001,-2.08,102.2,104.3,1.1,2020
278,Texas Southern,-9.42,99.1,108.6,72.9,0.086,-5.49,97.6,103.1,14.38,2020
279,Southern Miss,-9.44,94.4,103.8,67.2,-0.01,2.47,104.7,102.2,9.01,2020
280,Eastern Kentucky,-9.46,95.4,104.9,74.5,0.07,-5.4,99.9,105.3,1.05,2020
281,Jackson St.,-9.55,92.8,102.3,68.7,-0.012,-7.8,97.1,104.9,7.6,2020
282,Albany,-9.55,94.3,103.9,68.5,0.011000000000000001,-5.6,99.1,104.7,-4.51,2020
283,Central Arkansas,-9.56,98.0,107.6,73.2,-0.021,-2.02,101.9,104.0,12.93,2020
284,North Alabama,-9.57,96.0,105.6,70.1,-0.011000000000000001,-5.38,99.5,104.9,0.59,2020
285,Jacksonville St.,-9.67,95.8,105.5,68.1,-0.078,-8.0,98.9,106.9,-2.74,2020
286,Portland,-9.93,94.4,104.3,69.3,-0.015,1.74,103.7,102.0,-4.31,2020
287,North Carolina A&T,-10.07,92.3,102.4,73.7,0.068,-8.66,97.1,105.7,4.11,2020
288,Stetson,-10.22,98.1,108.3,63.2,0.083,-5.43,99.4,104.8,-2.55,2020
289,Fairleigh Dickinson,-10.23,102.1,112.4,68.9,-0.027000000000000003,-4.93,99.4,104.3,3.47,2020
290,San Jose St.,-10.31,97.5,107.8,73.3,0.009000000000000001,4.69,106.0,101.3,2.3,2020
291,Idaho St.,-10.37,100.8,111.1,67.4,0.008,-0.26,102.4,102.7,4.22,2020
292,Bethune Cookman,-10.39,95.4,105.8,73.0,0.012,-9.66,96.1,105.7,1.58,2020
293,Troy,-10.43,96.2,106.6,69.3,-0.027000000000000003,-0.83,102.3,103.1,-2.74,2020
294,Evansville,-10.56,96.9,107.4,67.6,0.015,0.3,103.0,102.7,-4.81,2020
295,Middle Tennessee,-10.66,97.5,108.2,69.8,0.003,0.97,102.7,101.7,4.27,2020
296,NJIT,-11.07,94.7,105.8,66.9,-0.079,-4.0,100.5,104.5,0.65,2020
297,Long Beach St.,-11.08,94.2,105.3,70.9,0.08,0.81,102.8,101.9,7.78,2020
298,Mount St. Mary's,-11.1,96.4,107.5,63.2,-0.07400000000000001,-6.02,99.8,105.8,-2.64,2020
299,Columbia,-11.27,95.2,106.5,69.1,-0.13,-0.8,101.6,102.4,-2.23,2020
300,Niagara,-11.54,100.1,111.6,66.0,0.068,-2.97,99.4,102.3,3.87,2020
301,Fairfield,-11.59,90.1,101.6,63.2,0.045,-4.52,99.6,104.2,-1.19,2020
302,UNC Asheville,-11.61,98.7,110.3,71.0,0.017,-9.29,99.5,108.8,-3.42,2020
303,Texas A&M Corpus Chris,-11.71,94.3,106.0,65.7,0.028999999999999998,-6.58,99.6,106.2,0.37,2020
304,Lehigh,-11.72,97.0,108.8,68.4,0.046,-2.26,102.2,104.4,5.4,2020
305,Denver,-11.75,95.0,106.8,70.9,-0.044000000000000004,-1.67,103.2,104.9,-0.59,2020
306,Detroit,-11.84,99.9,111.7,69.3,-0.031,-2.12,101.7,103.8,4.31,2020
307,St. Francis NY,-11.9,94.6,106.5,70.3,0.024,-7.0,98.8,105.8,-5.94,2020
308,Hampton,-11.95,104.8,116.7,70.9,0.040999999999999995,-5.58,99.8,105.4,1.66,2020
309,Grambling St.,-11.99,93.1,105.1,68.7,0.046,-9.04,96.6,105.6,5.03,2020
310,Florida Gulf Coast,-12.02,91.2,103.3,66.1,-0.032,-3.89,100.2,104.1,1.03,2020
311,James Madison,-12.11,99.5,111.6,72.1,-0.016,-3.35,100.8,104.1,-3.99,2020
312,UNC Wilmington,-12.4,92.1,104.5,68.5,0.019,-1.37,103.2,104.5,1.96,2020
313,Cleveland St.,-12.83,92.9,105.7,67.1,0.048,-2.37,101.8,104.1,3.41,2020
314,Florida A&M,-12.85,94.4,107.3,68.6,0.1,-6.28,97.9,104.2,8.42,2020
315,Cal Poly,-13.25,95.2,108.5,68.3,-0.038,-0.34,103.0,103.3,6.25,2020
316,Morehead St.,-13.52,94.6,108.1,67.3,-0.001,-7.49,98.6,106.1,-4.35,2020
317,Marist,-13.59,90.2,103.8,65.2,-0.105,-6.9,97.8,104.7,-8.93,2020
318,Charleston Southern,-13.61,95.4,109.1,66.9,0.033,-7.88,99.6,107.5,0.67,2020
319,Longwood,-13.82,91.3,105.1,67.8,-0.001,-9.51,98.4,107.9,-6.18,2020
320,Maine,-13.91,92.9,106.8,65.9,-0.03,-3.08,99.6,102.7,0.48,2020
321,Samford,-14.01,98.6,112.6,72.8,0.008,0.07,103.5,103.4,0.08,2020
322,Morgan St.,-14.26,93.2,107.5,69.6,0.039,-10.67,96.2,106.9,-0.52,2020
323,Idaho,-14.29,92.8,107.1,68.9,-0.023,-1.35,102.2,103.6,-1.61,2020
324,Alcorn St.,-14.36,96.9,111.3,70.1,0.037000000000000005,-8.46,95.1,103.6,9.06,2020
325,USC Upstate,-15.34,95.5,110.8,69.2,0.036000000000000004,-6.31,100.4,106.7,1.57,2020
326,New Orleans,-15.51,99.3,114.8,69.8,-0.044000000000000004,-4.21,100.6,104.8,15.78,2020
327,Coppin St.,-15.66,89.6,105.3,73.4,0.038,-7.96,97.5,105.5,2.53,2020
328,IUPUI,-16.18,99.4,115.6,70.8,-0.068,-3.07,100.5,103.6,1.27,2020
329,Wagner,-16.64,97.3,113.9,67.5,-0.024,-5.43,98.9,104.4,2.13,2020
330,Western Illinois,-16.68,98.3,115.0,71.3,-0.08199999999999999,-3.06,102.5,105.5,-4.75,2020
331,Tennessee Tech,-16.73,92.5,109.3,66.9,0.025,-5.01,100.6,105.6,2.09,2020
332,Alabama St.,-17.19,86.2,103.4,69.7,-0.022000000000000002,-5.47,98.7,104.2,10.67,2020
333,Binghamton,-17.22,99.7,116.9,68.6,0.073,-4.46,99.6,104.1,-1.86,2020
334,The Citadel,-17.25,94.9,112.2,73.7,0.02,0.01,103.2,103.1,-2.59,2020
335,Presbyterian,-17.47,96.9,114.4,66.9,0.005,-6.95,99.5,106.4,-2.03,2020
336,Southeastern Louisiana,-17.62,92.0,109.6,72.1,-0.008,-4.86,100.3,105.2,4.94,2020
337,SIU Edwardsville,-17.72,92.3,110.0,69.0,-0.034,-5.97,100.5,106.5,-0.36,2020
338,Tennessee Martin,-17.82,105.1,122.9,68.7,0.045,-4.8,100.1,104.9,4.71,2020
339,South Carolina St.,-18.29,94.9,113.2,67.4,0.013999999999999999,-10.23,95.9,106.1,0.68,2020
340,Southeast Missouri St.,-19.0,94.0,113.0,67.6,-0.016,-5.99,99.7,105.7,-0.78,2020
341,High Point,-19.07,94.5,113.6,66.4,0.035,-5.06,101.0,106.1,3.44,2020
342,Houston Baptist,-19.38,102.9,122.3,76.1,0.002,-3.12,101.0,104.1,13.24,2020
343,Alabama A&M,-20.22,87.9,108.2,67.7,0.013999999999999999,-8.13,96.3,104.5,2.36,2020
344,Holy Cross,-21.34,95.9,117.3,68.3,-0.042,-3.21,100.7,103.9,0.04,2020
345,Incarnate Word,-22.46,90.3,112.8,66.1,0.066,-6.92,99.3,106.3,-2.27,2020
346,Delaware St.,-23.11,94.1,117.2,74.7,-0.042,-10.56,95.0,105.6,-3.21,2020
347,Central Connecticut,-23.67,90.3,114.0,69.5,-0.013999999999999999,-4.23,100.1,104.3,1.42,2020
348,Arkansas Pine Bluff,-25.63,79.0,104.6,66.1,-0.008,-4.63,98.7,103.3,12.03,2020
349,Maryland Eastern Shore,-26.14,81.7,107.8,67.5,-0.024,-6.4,97.6,104.1,7.78,2020
350,Howard,-26.15,93.6,119.7,70.2,-0.015,-8.29,96.7,105.0,0.96,2020
351,Mississippi Valley St.,-27.87,89.8,117.6,77.1,-0.027000000000000003,-6.01,97.8,103.9,5.14,2020
352,Kennesaw St.,-28.71,83.5,112.2,68.2,-0.042,-1.74,102.0,103.7,4.1,2020
353,Chicago St.,-33.99,86.9,120.8,69.0,-0.028999999999999998,-3.64,100.6,104.3,-0.75,2020
