Rk,TeamName_Clean,AdjEM,AdjO,AdjD,AdjT,Luck,SOS_AdjEM,SOS_OppO,SOS_OppD,NCSOS_AdjEM,Year
273,Southern Utah,-9.4,96.4,105.8,71.2,0.044000000000000004,-7.01,102.4,109.4,0.95,2019
274,Sacramento St.,-9.44,96.6,106.0,68.1,-0.011000000000000001,-7.71,101.7,109.4,-2.45,2019
275,St. Francis NY,-9.5,96.1,105.6,68.3,0.045,-8.05,101.0,109.0,-3.82,2019
276,Marist,-9.52,100.2,109.8,64.5,-0.054000000000000006,-7.43,100.2,107.7,-2.95,2019
277,Western Carolina,-9.58,101.6,111.2,69.5,-0.051,2.11,106.8,104.7,4.68,2019
278,Cleveland St.,-9.7,101.9,111.6,69.1,-0.040999999999999995,-1.93,105.1,107.0,0.24,2019
279,Albany,-9.86,98.4,108.3,65.9,-0.066,-7.01,100.2,107.2,-5.46,2019
280,Navy,-9.88,97.3,107.2,66.9,0.061,-2.97,103.4,106.3,-1.16,2019
281,Houston Baptist,-9.88,103.0,112.9,73.9,-0.038,-5.81,101.1,106.9,6.35,2019
282,Canisius,-9.91,101.6,111.5,67.7,0.115,-5.56,100.9,106.4,3.49,2019
283,Tulane,-9.99,97.3,107.3,69.7,-0.042,3.75,106.0,102.3,-3.76,2019
284,North Alabama,-10.02,95.3,105.3,68.4,0.006,1.16,104.7,103.5,7.06,2019
285,James Madison,-10.03,101.1,111.1,65.2,0.055999999999999994,-4.09,104.8,108.9,-3.78,2019
286,Portland St.,-10.21,101.9,112.1,69.1,0.046,-7.48,101.4,108.8,-1.55,2019
287,Texas A&M Corpus Chris,-10.25,94.6,104.8,64.9,-0.011000000000000001,-6.16,101.2,107.4,3.4,2019
288,VMI,-10.3,102.4,112.7,71.6,0.018000000000000002,1.02,105.9,104.9,-0.65,2019
289,Tennessee Martin,-10.35,104.9,115.3,68.5,0.009000000000000001,-3.28,103.2,106.5,-0.94,2019
290,Oral Roberts,-10.54,103.7,114.2,66.9,0.013000000000000001,-1.3,105.5,106.8,4.08,2019
291,Towson,-10.67,100.2,110.9,63.5,-0.049,-4.61,103.9,108.5,-4.29,2019
292,Tennessee St.,-10.73,98.9,109.6,69.4,-0.062,-2.0,103.1,105.1,4.44,2019
293,George Washington,-10.81,95.4,106.2,67.2,-0.009000000000000001,-0.58,102.9,103.5,-2.14,2019
294,Western Illinois,-10.86,97.6,108.5,67.3,-0.106,-4.66,104.5,109.2,-5.47,2019
295,Monmouth,-10.89,93.2,104.1,67.5,0.047,-5.05,102.5,107.6,3.3,2019
296,Milwaukee,-11.0,98.6,109.6,66.1,0.016,-2.66,103.8,106.5,-2.18,2019
297,Charlotte,-11.16,95.6,106.8,64.5,-0.005,-1.81,102.3,104.1,-0.19,2019
298,Lafayette,-11.27,101.6,112.9,68.9,0.004,-4.66,102.4,107.1,-3.86,2019
299,UTEP,-11.31,90.1,101.4,68.0,-0.086,-2.55,102.2,104.7,-1.81,2019
300,North Carolina A&T,-11.32,96.8,108.1,65.7,0.099,-10.75,97.9,108.7,3.32,2019
301,Fairfield,-11.43,96.0,107.5,67.8,-0.094,-8.07,99.5,107.5,-3.01,2019
302,Central Arkansas,-11.44,99.9,111.4,70.5,0.019,-4.84,101.0,105.8,7.72,2019
303,North Carolina Central ,-11.55,97.8,109.3,65.3,-0.008,-11.84,97.0,108.9,1.19,2019
304,Northern Arizona,-11.83,100.8,112.6,68.5,-0.036000000000000004,-6.4,102.2,108.6,-0.02,2019
305,Howard,-11.89,102.0,113.9,71.3,0.017,-9.37,97.8,107.2,-0.38,2019
306,Bethune Cookman,-11.92,93.6,105.5,72.2,-0.03,-10.94,98.7,109.7,-2.0,2019
307,Eastern Illinois,-11.94,100.0,112.0,66.9,0.094,-4.91,102.7,107.6,-4.0,2019
308,Southeast Missouri St.,-12.22,97.8,110.0,67.6,-0.033,-3.66,103.2,106.8,-3.01,2019
309,Elon,-12.41,99.0,111.4,68.0,-0.002,-4.37,104.3,108.7,-3.99,2019
310,Nicholls St.,-12.85,98.7,111.6,68.5,-0.005,-7.45,101.2,108.6,3.23,2019
311,Stephen F. Austin,-12.94,95.5,108.4,68.8,0.036000000000000004,-6.71,101.6,108.3,3.55,2019
312,Denver,-13.05,99.9,113.0,67.1,-0.062,-3.42,103.7,107.1,-1.11,2019
313,Arkansas Pine Bluff,-13.14,96.6,109.7,65.3,0.023,-6.92,99.2,106.1,5.9,2019
314,Wagner,-13.51,93.9,107.5,63.8,0.043,-7.24,101.4,108.7,-0.63,2019
315,Niagara,-13.52,101.8,115.3,69.7,0.031,-9.03,98.5,107.5,-7.85,2019
316,Saint Peter's,-13.63,94.7,108.3,63.2,-0.013000000000000001,-7.49,100.8,108.3,-2.54,2019
317,Wyoming,-13.86,95.1,108.9,68.4,0.003,-1.5,104.0,105.5,-4.27,2019
318,Florida A&M,-13.89,89.4,103.3,64.9,-0.006999999999999999,-7.17,100.0,107.1,4.97,2019
319,Jackson St.,-14.4,90.2,104.6,65.1,0.006999999999999999,-8.62,99.1,107.7,4.97,2019
320,Tennessee Tech,-14.87,89.9,104.7,68.3,-0.042,-3.15,104.4,107.5,1.15,2019
321,Central Connecticut,-14.89,97.2,112.1,69.1,0.006,-6.28,101.4,107.7,2.69,2019
322,UC Riverside,-15.09,98.3,113.4,63.3,-0.023,-3.55,102.2,105.8,-2.25,2019
323,Manhattan,-15.15,89.6,104.8,61.8,0.021,-8.07,100.2,108.3,-4.31,2019
324,Mount St. Mary's,-15.28,94.8,110.1,67.1,-0.012,-5.56,102.3,107.8,4.78,2019
325,Stetson,-15.46,97.9,113.3,68.8,-0.054000000000000006,-2.89,101.8,104.7,-2.74,2019
326,Portland,-15.64,94.6,110.2,66.8,-0.011000000000000001,-0.17,103.6,103.7,-7.78,2019
327,Bryant,-15.64,99.5,115.1,67.6,0.026000000000000002,-7.78,100.3,108.0,-2.84,2019
328,Alabama St.,-15.77,95.2,110.9,67.2,0.024,-6.59,99.9,106.5,12.25,2019
329,Idaho St.,-16.18,102.2,118.4,66.8,0.067,-5.3,102.5,107.8,7.29,2019
330,SIU Edwardsville,-16.21,96.9,113.1,69.7,0.033,-5.03,102.6,107.7,-5.41,2019
331,McNeese St.,-16.74,98.1,114.9,66.3,-0.047,-6.32,101.2,107.5,4.75,2019
332,Binghamton,-16.74,96.1,112.9,65.8,0.003,-4.87,100.7,105.6,-3.26,2019
333,Morgan St.,-17.85,92.8,110.7,72.1,-0.07400000000000001,-12.93,97.3,110.2,-0.83,2019
334,Cal Poly,-17.86,97.0,114.9,66.2,-0.068,-4.11,101.8,105.9,-2.6,2019
335,Southern,-17.91,94.2,112.1,65.7,-0.08199999999999999,-6.92,99.8,106.7,7.11,2019
336,USC Upstate,-18.1,93.3,111.4,68.0,-0.049,-3.01,103.6,106.6,-1.56,2019
337,South Carolina St.,-18.5,98.3,116.8,67.0,-0.037000000000000005,-7.77,99.2,106.9,6.5,2019
338,Maine,-18.68,93.3,111.9,64.0,-0.057999999999999996,-3.05,102.1,105.1,1.22,2019
339,Kennesaw St.,-18.91,92.0,110.9,68.2,0.04,0.93,104.3,103.3,3.94,2019
340,Savannah St.,-19.45,96.6,116.1,74.9,0.061,-10.05,97.7,107.7,4.58,2019
341,Northwestern St.,-19.81,90.1,110.0,68.6,0.069,-6.78,100.8,107.6,3.74,2019
342,Coppin St.,-20.33,88.9,109.3,70.2,0.01,-7.78,99.6,107.4,7.64,2019
343,San Jose St.,-21.99,92.0,114.0,69.3,-0.021,-1.41,103.6,105.0,-4.97,2019
344,Alabama A&M,-22.17,87.0,109.1,65.7,-0.044000000000000004,-8.03,99.3,107.3,0.26,2019
345,New Hampshire,-23.05,84.4,107.5,65.6,-0.015,-6.31,101.5,107.9,-4.9,2019
346,Incarnate Word,-23.06,97.5,120.6,64.9,-0.066,-5.4,101.3,106.7,4.25,2019
347,UNC Asheville,-23.64,93.3,117.0,61.9,-0.032,-0.79,105.2,106.0,4.41,2019
348,Idaho,-23.78,95.2,118.9,65.4,-0.036000000000000004,-6.99,102.3,109.3,-3.53,2019
349,Alcorn St.,-24.07,89.3,113.4,65.8,0.031,-7.71,99.1,106.8,8.36,2019
350,Mississippi Valley St.,-24.63,89.9,114.5,69.2,-0.018000000000000002,-6.27,99.9,106.1,6.46,2019
351,Chicago St.,-28.26,90.4,118.6,70.1,-0.012,2.7,105.4,102.7,5.2,2019
352,Delaware St.,-29.31,84.5,113.8,69.7,0.008,-9.71,98.2,107.9,0.84,2019
353,Maryland Eastern Shore,-29.42,85.4,114.8,63.1,0.024,-7.72,99.8,107.5,5.31,2019
